SessionID;StudentLevel;Discipline;SessionDate;SessionLengthMin;TotalPrompts;TaskType;AI_AssistanceLevel;FinalOutcome;UsedAgain;SatisfactionRating
SESSION04222;High School;Business;22/05/2025;254;1;Coding;4;Confused;VERDADERO;47
SESSION04223;Undergraduate;Biology;04/09/2024;1795;4;Coding;4;Assignment Completed;VERDADERO;34
SESSION04224;Graduate;Business;08/08/2024;875;4;Coding;5;Idea Drafted;VERDADERO;40
SESSION04225;Undergraduate;Math;30/08/2024;332;1;Writing;5;Assignment Completed;VERDADERO;50
SESSION04226;Undergraduate;History;22/08/2024;1019;2;Coding;4;Assignment Completed;VERDADERO;41
SESSION04227;Graduate;Business;16/10/2024;201;7;Research;4;Assignment Completed;VERDADERO;30
SESSION04228;Undergraduate;Psychology;02/09/2024;2143;6;Writing;5;Assignment Completed;VERDADERO;50
SESSION04229;Graduate;Computer Science;15/04/2025;1798;4;Studying;3;Idea Drafted;VERDADERO;35
SESSION04230;Undergraduate;History;29/04/2025;299;1;Studying;4;Idea Drafted;VERDADERO;48
SESSION04231;High School;Computer Science;16/12/2024;1278;3;Homework Help;4;Confused;VERDADERO;44
SESSION04232;Undergraduate;Psychology;07/12/2024;4204;12;Studying;4;Assignment Completed;VERDADERO;43
SESSION04233;Graduate;Biology;01/06/2025;443;1;Coding;4;Assignment Completed;VERDADERO;50
SESSION04234;Undergraduate;Psychology;26/12/2024;1697;4;Coding;4;Gave Up;FALSO;50
SESSION04235;Undergraduate;Psychology;20/03/2025;2995;10;Studying;4;Assignment Completed;VERDADERO;47
SESSION04236;High School;Biology;06/03/2025;3906;14;Homework Help;2;Assignment Completed;VERDADERO;20
SESSION04237;Undergraduate;Psychology;25/12/2024;1725;7;Studying;4;Idea Drafted;FALSO;34
SESSION04238;Undergraduate;Business;22/10/2024;723;1;Research;4;Idea Drafted;VERDADERO;45
SESSION04239;Undergraduate;History;26/11/2024;2658;6;Studying;2;Confused;VERDADERO;20
SESSION04240;Undergraduate;History;15/08/2024;1941;6;Studying;3;Assignment Completed;VERDADERO;33
SESSION04241;Undergraduate;Engineering;16/04/2025;2591;5;Coding;3;Assignment Completed;VERDADERO;33
SESSION04242;High School;Business;24/10/2024;501;1;Studying;4;Assignment Completed;VERDADERO;48
SESSION04243;Undergraduate;History;17/02/2025;84;3;Homework Help;4;Assignment Completed;VERDADERO;24
SESSION04244;Graduate;Psychology;20/07/2024;318;1;Brainstorming;5;Idea Drafted;VERDADERO;49
SESSION04245;Undergraduate;History;22/11/2024;291;8;Coding;3;Assignment Completed;VERDADERO;31
SESSION04246;High School;Psychology;04/07/2024;3056;9;Homework Help;3;Confused;FALSO;43
SESSION04247;Undergraduate;Math;03/08/2024;153;1;Coding;2;Assignment Completed;VERDADERO;10
SESSION04248;Undergraduate;Psychology;24/07/2024;249;10;Homework Help;4;Confused;FALSO;47
SESSION04249;Undergraduate;Psychology;31/08/2024;2048;5;Research;3;Idea Drafted;VERDADERO;25
SESSION04250;High School;Biology;11/10/2024;658;2;Studying;5;Assignment Completed;FALSO;50
SESSION04251;High School;Engineering;26/03/2025;1862;5;Coding;4;Confused;FALSO;47
SESSION04252;Undergraduate;Engineering;01/08/2024;3695;12;Studying;4;Idea Drafted;FALSO;38
SESSION04253;Undergraduate;Biology;29/07/2024;639;1;Homework Help;3;Confused;FALSO;27
SESSION04254;High School;Math;15/11/2024;1631;5;Studying;3;Confused;FALSO;26
SESSION04255;Undergraduate;Computer Science;12/06/2025;1053;2;Writing;5;Assignment Completed;FALSO;41
SESSION04256;High School;Engineering;20/05/2025;245;5;Homework Help;2;Idea Drafted;VERDADERO;18
SESSION04257;High School;Math;05/01/2025;606;2;Writing;2;Idea Drafted;VERDADERO;23
SESSION04258;High School;Math;06/05/2025;2406;9;Studying;4;Idea Drafted;VERDADERO;47
SESSION04259;Graduate;Math;29/09/2024;168;5;Writing;3;Idea Drafted;VERDADERO;22
SESSION04260;High School;Business;17/01/2025;2724;9;Studying;3;Idea Drafted;VERDADERO;26
SESSION04261;Undergraduate;Biology;29/04/2025;1525;6;Homework Help;2;Confused;VERDADERO;24
SESSION04262;Graduate;Computer Science;10/01/2025;8697;23;Homework Help;4;Assignment Completed;VERDADERO;44
SESSION04263;Undergraduate;Computer Science;27/02/2025;1625;3;Coding;3;Assignment Completed;VERDADERO;27
SESSION04264;Undergraduate;Business;21/11/2024;498;1;Coding;3;Assignment Completed;VERDADERO;32
SESSION04265;Undergraduate;History;17/07/2024;2642;11;Writing;4;Assignment Completed;VERDADERO;50
SESSION04266;High School;Biology;26/06/2024;778;1;Writing;4;Assignment Completed;VERDADERO;38
SESSION04267;Graduate;Engineering;15/04/2025;2706;12;Writing;5;Idea Drafted;FALSO;50
SESSION04268;Undergraduate;Math;10/06/2025;2306;8;Coding;5;Assignment Completed;FALSO;50
SESSION04269;High School;Business;18/01/2025;222;5;Coding;3;Assignment Completed;VERDADERO;37
SESSION04270;Graduate;Computer Science;29/06/2024;3488;16;Coding;4;Confused;VERDADERO;41
SESSION04271;High School;Biology;05/08/2024;390;17;Writing;4;Assignment Completed;VERDADERO;50
SESSION04272;Undergraduate;History;25/12/2024;5198;15;Homework Help;3;Assignment Completed;FALSO;28
SESSION04273;Undergraduate;Business;07/02/2025;96;3;Research;4;Assignment Completed;FALSO;33
SESSION04274;Undergraduate;Engineering;10/01/2025;2701;5;Homework Help;5;Assignment Completed;FALSO;50
SESSION04275;Undergraduate;Computer Science;24/11/2024;3572;10;Coding;3;Assignment Completed;VERDADERO;31
SESSION04276;Undergraduate;Computer Science;27/12/2024;2007;5;Writing;3;Idea Drafted;VERDADERO;34
SESSION04277;High School;Psychology;27/03/2025;2117;4;Writing;4;Assignment Completed;VERDADERO;44
SESSION04278;Undergraduate;Computer Science;02/01/2025;195;8;Writing;1;Idea Drafted;VERDADERO;12
SESSION04279;Undergraduate;Biology;27/01/2025;1513;5;Coding;4;Assignment Completed;VERDADERO;37
SESSION04280;Undergraduate;Psychology;12/08/2024;1494;4;Writing;4;Assignment Completed;FALSO;35
SESSION04281;Graduate;Psychology;08/09/2024;847;2;Coding;3;Idea Drafted;VERDADERO;42
SESSION04282;Undergraduate;History;29/05/2025;1405;4;Writing;2;Idea Drafted;VERDADERO;22
SESSION04283;Undergraduate;Engineering;24/07/2024;813;1;Brainstorming;4;Assignment Completed;FALSO;37
SESSION04284;Undergraduate;Business;30/08/2024;706;1;Coding;2;Assignment Completed;VERDADERO;24
SESSION04285;Undergraduate;Psychology;03/02/2025;220;4;Writing;2;Confused;FALSO;17
SESSION04286;Undergraduate;Computer Science;10/02/2025;82;1;Writing;4;Assignment Completed;VERDADERO;34
SESSION04287;High School;Business;01/06/2025;453;1;Writing;5;Idea Drafted;FALSO;43
SESSION04288;Undergraduate;History;24/06/2025;3832;16;Writing;3;Assignment Completed;VERDADERO;21
SESSION04289;Undergraduate;Biology;10/11/2024;1605;3;Homework Help;3;Idea Drafted;FALSO;50
SESSION04290;High School;History;13/12/2024;966;2;Writing;4;Assignment Completed;VERDADERO;50
SESSION04291;Undergraduate;Computer Science;20/06/2025;2867;7;Coding;4;Assignment Completed;VERDADERO;49
SESSION04292;Undergraduate;Business;25/04/2025;209;4;Coding;4;Assignment Completed;VERDADERO;41
SESSION04293;Undergraduate;Business;07/06/2025;503;1;Homework Help;3;Assignment Completed;FALSO;29
SESSION04294;Undergraduate;Biology;29/06/2024;3435;11;Studying;5;Idea Drafted;FALSO;40
SESSION04295;Undergraduate;Computer Science;20/06/2025;2039;6;Homework Help;5;Idea Drafted;VERDADERO;50
SESSION04296;Undergraduate;Math;01/05/2025;1965;6;Homework Help;2;Assignment Completed;VERDADERO;20
SESSION04297;Undergraduate;Computer Science;08/10/2024;342;1;Studying;4;Assignment Completed;VERDADERO;42
SESSION04298;Graduate;Biology;14/12/2024;3296;11;Research;5;Confused;VERDADERO;50
SESSION04299;Graduate;History;15/08/2024;117;1;Homework Help;4;Assignment Completed;VERDADERO;47
SESSION04300;Undergraduate;Business;29/03/2025;1016;2;Brainstorming;3;Idea Drafted;FALSO;22
SESSION04301;Undergraduate;History;29/11/2024;3788;10;Coding;4;Assignment Completed;VERDADERO;41
SESSION04302;Undergraduate;Biology;27/04/2025;1553;5;Studying;2;Gave Up;VERDADERO;18
SESSION04303;Graduate;Biology;04/10/2024;1483;3;Homework Help;3;Assignment Completed;VERDADERO;12
SESSION04304;Graduate;Psychology;21/05/2025;171;4;Homework Help;4;Assignment Completed;VERDADERO;39
SESSION04305;Graduate;Psychology;26/08/2024;1575;5;Coding;4;Idea Drafted;FALSO;50
SESSION04306;Undergraduate;Computer Science;27/02/2025;2529;9;Homework Help;5;Assignment Completed;VERDADERO;46
SESSION04307;Undergraduate;Biology;05/05/2025;7854;23;Writing;4;Assignment Completed;VERDADERO;45
SESSION04308;High School;Engineering;06/12/2024;1498;3;Writing;2;Idea Drafted;FALSO;25
SESSION04309;Graduate;Biology;23/07/2024;1898;5;Coding;3;Assignment Completed;VERDADERO;41
SESSION04310;Graduate;Biology;20/08/2024;1613;3;Writing;4;Idea Drafted;VERDADERO;40
SESSION04311;High School;Business;03/04/2025;5128;12;Homework Help;4;Assignment Completed;FALSO;36
SESSION04312;Undergraduate;Engineering;06/08/2024;5655;13;Homework Help;3;Idea Drafted;VERDADERO;23
SESSION04313;Undergraduate;Business;16/06/2025;1394;5;Homework Help;4;Assignment Completed;VERDADERO;32
SESSION04314;Undergraduate;Psychology;26/08/2024;893;3;Writing;3;Idea Drafted;FALSO;32
SESSION04315;Undergraduate;Engineering;14/07/2024;3313;12;Studying;3;Idea Drafted;VERDADERO;33
SESSION04316;Undergraduate;Computer Science;11/09/2024;445;1;Writing;3;Assignment Completed;VERDADERO;31
SESSION04317;High School;Business;15/01/2025;621;1;Studying;4;Assignment Completed;VERDADERO;40
SESSION04318;Graduate;Computer Science;29/09/2024;2778;9;Studying;4;Idea Drafted;VERDADERO;34
SESSION04319;Graduate;History;20/09/2024;4334;18;Coding;2;Gave Up;VERDADERO;11
SESSION04320;Undergraduate;Business;05/04/2025;148;5;Writing;4;Idea Drafted;FALSO;38
SESSION04321;Undergraduate;Business;15/04/2025;5776;17;Studying;5;Assignment Completed;VERDADERO;40
SESSION04322;High School;Math;02/06/2025;1558;4;Homework Help;3;Assignment Completed;VERDADERO;32
SESSION04323;High School;Math;26/12/2024;1257;3;Studying;4;Idea Drafted;VERDADERO;47
SESSION04324;High School;Computer Science;03/11/2024;190;4;Writing;3;Idea Drafted;VERDADERO;26
SESSION04325;Undergraduate;History;20/09/2024;1282;2;Writing;5;Assignment Completed;VERDADERO;50
SESSION04326;High School;Psychology;08/12/2024;1421;2;Studying;5;Assignment Completed;VERDADERO;50
SESSION04327;High School;Computer Science;05/11/2024;242;1;Homework Help;3;Assignment Completed;FALSO;22
SESSION04328;High School;Psychology;21/03/2025;3038;11;Coding;3;Idea Drafted;VERDADERO;25
SESSION04329;Graduate;Engineering;07/02/2025;1002;3;Studying;2;Assignment Completed;VERDADERO;31
SESSION04330;Undergraduate;Math;03/04/2025;4817;22;Writing;4;Idea Drafted;FALSO;49
SESSION04331;Undergraduate;Biology;20/11/2024;288;1;Brainstorming;2;Assignment Completed;VERDADERO;15
SESSION04332;Undergraduate;Math;26/05/2025;3585;11;Homework Help;3;Assignment Completed;FALSO;29
SESSION04333;Undergraduate;Math;12/04/2025;1094;4;Writing;2;Idea Drafted;FALSO;17
SESSION04334;Undergraduate;Psychology;16/01/2025;3568;12;Homework Help;5;Assignment Completed;VERDADERO;50
SESSION04335;Undergraduate;Psychology;12/07/2024;268;1;Writing;3;Assignment Completed;FALSO;23
SESSION04336;High School;History;20/12/2024;806;3;Writing;4;Assignment Completed;VERDADERO;32
SESSION04337;High School;History;25/01/2025;1999;5;Homework Help;3;Assignment Completed;VERDADERO;32
SESSION04338;Undergraduate;Computer Science;07/11/2024;1057;2;Brainstorming;4;Assignment Completed;VERDADERO;43
SESSION04339;Undergraduate;Math;08/05/2025;1496;4;Writing;3;Assignment Completed;FALSO;30
SESSION04340;Undergraduate;Computer Science;25/02/2025;918;4;Homework Help;4;Assignment Completed;VERDADERO;45
SESSION04341;Undergraduate;Math;28/08/2024;1593;3;Studying;4;Idea Drafted;VERDADERO;31
SESSION04342;Undergraduate;Business;14/11/2024;4874;16;Writing;3;Assignment Completed;VERDADERO;31
SESSION04343;Undergraduate;Engineering;04/10/2024;1233;3;Writing;5;Confused;FALSO;38
SESSION04344;High School;Psychology;09/01/2025;5435;13;Writing;3;Assignment Completed;VERDADERO;29
SESSION04345;Undergraduate;Engineering;30/08/2024;2721;8;Homework Help;5;Assignment Completed;VERDADERO;39
SESSION04346;Graduate;Math;22/10/2024;2427;8;Homework Help;3;Confused;FALSO;36
SESSION04347;Graduate;Math;12/08/2024;2132;4;Writing;3;Idea Drafted;VERDADERO;29
SESSION04348;Undergraduate;Business;10/08/2024;733;2;Coding;2;Assignment Completed;FALSO;10
SESSION04349;Undergraduate;Business;11/03/2025;7303;21;Brainstorming;3;Idea Drafted;VERDADERO;29
SESSION04350;High School;Computer Science;26/01/2025;1647;7;Writing;3;Assignment Completed;VERDADERO;28
SESSION04351;Undergraduate;Business;20/03/2025;272;1;Homework Help;4;Assignment Completed;FALSO;34
SESSION04352;Undergraduate;Business;11/04/2025;135;2;Coding;4;Assignment Completed;VERDADERO;45
SESSION04353;Undergraduate;Business;22/09/2024;562;1;Coding;4;Assignment Completed;FALSO;42
SESSION04354;Graduate;Math;05/01/2025;1668;7;Studying;2;Assignment Completed;VERDADERO;21
SESSION04355;Undergraduate;Engineering;27/10/2024;2972;8;Studying;3;Assignment Completed;VERDADERO;28
SESSION04356;High School;Psychology;31/05/2025;2417;9;Studying;5;Idea Drafted;VERDADERO;50
SESSION04357;Undergraduate;History;30/09/2024;334;14;Writing;2;Assignment Completed;VERDADERO;27
SESSION04358;Graduate;Math;11/11/2024;1454;3;Writing;3;Assignment Completed;FALSO;24
SESSION04359;Undergraduate;History;29/04/2025;1797;3;Homework Help;4;Confused;VERDADERO;47
SESSION04360;Graduate;History;12/04/2025;556;14;Coding;3;Confused;FALSO;29
SESSION04361;Undergraduate;Engineering;06/10/2024;727;3;Studying;5;Idea Drafted;VERDADERO;44
SESSION04362;Undergraduate;Business;12/07/2024;6454;16;Brainstorming;4;Idea Drafted;FALSO;50
SESSION04363;Graduate;Biology;06/07/2024;5118;16;Coding;2;Idea Drafted;VERDADERO;17
SESSION04364;Graduate;Psychology;13/03/2025;1685;4;Writing;4;Assignment Completed;FALSO;41
SESSION04365;Undergraduate;Biology;07/12/2024;1454;3;Writing;4;Idea Drafted;VERDADERO;46
SESSION04366;Undergraduate;History;30/09/2024;1017;3;Studying;4;Confused;VERDADERO;38
SESSION04367;Undergraduate;Biology;20/10/2024;2307;7;Writing;4;Assignment Completed;VERDADERO;36
SESSION04368;Graduate;Engineering;04/03/2025;1447;4;Studying;4;Confused;FALSO;49
SESSION04369;Undergraduate;Math;13/11/2024;3445;9;Research;3;Assignment Completed;VERDADERO;26
SESSION04370;Undergraduate;History;12/10/2024;2092;6;Coding;4;Assignment Completed;VERDADERO;48
SESSION04371;High School;Biology;04/03/2025;1828;4;Writing;3;Gave Up;FALSO;14
SESSION04372;Undergraduate;Psychology;22/12/2024;722;1;Writing;3;Assignment Completed;VERDADERO;34
SESSION04373;Undergraduate;Math;02/11/2024;4977;12;Brainstorming;2;Gave Up;FALSO;24
SESSION04374;Undergraduate;Business;07/04/2025;4228;19;Brainstorming;3;Idea Drafted;FALSO;31
SESSION04375;Graduate;Biology;19/08/2024;1789;4;Research;4;Idea Drafted;VERDADERO;37
SESSION04376;Undergraduate;Biology;27/05/2025;1686;5;Writing;3;Assignment Completed;VERDADERO;23
SESSION04377;Undergraduate;Psychology;08/09/2024;3694;13;Studying;2;Gave Up;VERDADERO;31
SESSION04378;Undergraduate;Math;18/05/2025;369;1;Coding;5;Assignment Completed;FALSO;49
SESSION04379;Undergraduate;History;31/05/2025;2174;5;Coding;4;Assignment Completed;VERDADERO;40
SESSION04380;Graduate;Engineering;23/07/2024;158;3;Writing;3;Idea Drafted;VERDADERO;10
SESSION04381;Undergraduate;History;06/08/2024;4519;9;Studying;4;Assignment Completed;VERDADERO;26
SESSION04382;Undergraduate;Math;17/08/2024;299;1;Writing;2;Idea Drafted;FALSO;14
SESSION04383;Undergraduate;Psychology;07/09/2024;271;1;Studying;4;Idea Drafted;FALSO;33
SESSION04384;High School;Business;22/08/2024;4065;12;Coding;2;Idea Drafted;VERDADERO;19
SESSION04385;Undergraduate;Math;21/06/2025;622;2;Homework Help;1;Confused;FALSO;10
SESSION04386;Undergraduate;Math;27/03/2025;3254;7;Homework Help;2;Idea Drafted;VERDADERO;16
SESSION04387;Undergraduate;Business;14/12/2024;5389;14;Writing;4;Gave Up;VERDADERO;39
SESSION04388;Graduate;Biology;12/10/2024;332;1;Studying;3;Assignment Completed;FALSO;35
SESSION04389;Undergraduate;Biology;18/04/2025;2446;6;Homework Help;3;Confused;FALSO;28
SESSION04390;Undergraduate;Engineering;18/01/2025;902;3;Writing;3;Idea Drafted;FALSO;29
SESSION04391;Undergraduate;Psychology;17/02/2025;447;1;Research;3;Idea Drafted;FALSO;26
SESSION04392;Undergraduate;Biology;17/04/2025;1434;4;Coding;4;Assignment Completed;FALSO;39
SESSION04393;Undergraduate;Biology;06/04/2025;2279;8;Homework Help;2;Assignment Completed;VERDADERO;23
SESSION04394;Undergraduate;Computer Science;03/04/2025;1136;2;Writing;5;Assignment Completed;VERDADERO;38
SESSION04395;Undergraduate;Math;31/12/2024;63;2;Writing;2;Assignment Completed;VERDADERO;22
SESSION04396;Undergraduate;Math;15/03/2025;1334;5;Research;3;Idea Drafted;VERDADERO;28
SESSION04397;Graduate;Engineering;24/06/2025;1125;3;Homework Help;1;Assignment Completed;VERDADERO;10
SESSION04398;High School;Computer Science;20/02/2025;1881;3;Writing;4;Assignment Completed;FALSO;31
SESSION04399;Undergraduate;Biology;04/04/2025;678;1;Coding;4;Gave Up;VERDADERO;49
SESSION04400;Graduate;Math;06/05/2025;1323;6;Writing;4;Gave Up;FALSO;43
SESSION04401;Undergraduate;Math;26/07/2024;535;1;Homework Help;5;Assignment Completed;VERDADERO;50
SESSION04402;Graduate;Math;16/12/2024;5452;11;Homework Help;4;Assignment Completed;FALSO;39
SESSION04403;Undergraduate;Engineering;11/12/2024;392;14;Writing;4;Assignment Completed;VERDADERO;42
SESSION04404;Graduate;Biology;08/06/2025;599;1;Studying;2;Idea Drafted;FALSO;29
SESSION04405;High School;Psychology;20/04/2025;191;1;Writing;2;Assignment Completed;VERDADERO;23
SESSION04406;Graduate;Math;25/11/2024;2155;8;Homework Help;3;Gave Up;FALSO;25
SESSION04407;Undergraduate;Computer Science;16/04/2025;1417;2;Coding;3;Confused;FALSO;21
SESSION04408;Undergraduate;History;12/09/2024;3384;9;Studying;3;Confused;VERDADERO;34
SESSION04409;Graduate;Psychology;26/09/2024;1407;5;Homework Help;4;Idea Drafted;VERDADERO;44
SESSION04410;Undergraduate;History;09/03/2025;842;2;Coding;5;Assignment Completed;VERDADERO;40
SESSION04411;Undergraduate;Psychology;15/10/2024;2574;6;Writing;2;Idea Drafted;VERDADERO;25
SESSION04412;Undergraduate;Biology;01/03/2025;652;1;Writing;3;Assignment Completed;VERDADERO;30
SESSION04413;High School;Computer Science;28/02/2025;1856;5;Writing;4;Assignment Completed;VERDADERO;33
SESSION04414;Undergraduate;Computer Science;14/03/2025;1326;5;Writing;3;Assignment Completed;VERDADERO;33
SESSION04415;Undergraduate;Engineering;08/04/2025;1017;4;Writing;4;Idea Drafted;VERDADERO;33
SESSION04416;Undergraduate;Computer Science;27/08/2024;998;2;Coding;3;Confused;VERDADERO;18
SESSION04417;Undergraduate;History;31/12/2024;1153;2;Homework Help;5;Confused;VERDADERO;43
SESSION04418;Undergraduate;Business;28/08/2024;2218;4;Coding;5;Assignment Completed;VERDADERO;49
SESSION04419;Undergraduate;Business;05/07/2024;74;1;Coding;5;Assignment Completed;VERDADERO;45
SESSION04420;Graduate;History;06/09/2024;141;3;Studying;4;Confused;FALSO;45
SESSION04421;High School;Business;26/05/2025;2381;8;Studying;3;Confused;FALSO;18
SESSION04422;Undergraduate;Biology;13/05/2025;681;1;Coding;4;Confused;FALSO;35
SESSION04423;Undergraduate;Biology;25/01/2025;1922;3;Homework Help;4;Confused;VERDADERO;30
SESSION04424;Undergraduate;Business;19/01/2025;2753;7;Studying;5;Idea Drafted;VERDADERO;46
SESSION04425;Undergraduate;Computer Science;18/11/2024;439;1;Writing;4;Gave Up;FALSO;50
SESSION04426;High School;Math;17/03/2025;1246;4;Studying;3;Confused;FALSO;26
SESSION04427;High School;Engineering;28/08/2024;1697;3;Studying;4;Gave Up;FALSO;26
SESSION04428;Undergraduate;Engineering;08/05/2025;1015;2;Coding;3;Assignment Completed;VERDADERO;50
SESSION04429;Undergraduate;Engineering;22/07/2024;5088;14;Writing;3;Assignment Completed;VERDADERO;31
SESSION04430;Graduate;Engineering;07/06/2025;326;9;Brainstorming;3;Assignment Completed;VERDADERO;25
SESSION04431;Undergraduate;Psychology;25/12/2024;1155;4;Studying;4;Idea Drafted;VERDADERO;29
SESSION04432;Undergraduate;History;08/11/2024;2676;12;Coding;4;Assignment Completed;VERDADERO;37
SESSION04433;High School;Psychology;28/03/2025;1772;8;Writing;5;Idea Drafted;VERDADERO;50
SESSION04434;Undergraduate;Business;28/06/2024;724;3;Writing;3;Idea Drafted;FALSO;11
SESSION04435;Undergraduate;Computer Science;05/03/2025;1159;3;Writing;3;Assignment Completed;VERDADERO;25
SESSION04436;Undergraduate;History;20/01/2025;2344;7;Writing;3;Idea Drafted;FALSO;36
SESSION04437;Undergraduate;Business;17/07/2024;2187;5;Homework Help;3;Gave Up;FALSO;27
SESSION04438;Undergraduate;Computer Science;01/05/2025;1713;4;Writing;3;Confused;FALSO;24
SESSION04439;Undergraduate;Computer Science;18/05/2025;2233;5;Homework Help;5;Idea Drafted;VERDADERO;50
SESSION04440;Graduate;Engineering;20/07/2024;553;1;Homework Help;4;Idea Drafted;VERDADERO;37
SESSION04441;Undergraduate;Business;14/02/2025;794;18;Writing;3;Assignment Completed;FALSO;28
SESSION04442;Undergraduate;Computer Science;24/04/2025;2532;10;Coding;4;Confused;FALSO;49
SESSION04443;Undergraduate;Engineering;21/11/2024;1628;6;Coding;3;Confused;VERDADERO;33
SESSION04444;Undergraduate;Computer Science;27/09/2024;2418;4;Writing;5;Assignment Completed;FALSO;38
SESSION04445;Undergraduate;History;11/05/2025;1676;4;Writing;2;Assignment Completed;FALSO;19
SESSION04446;Undergraduate;Math;10/07/2024;1088;5;Homework Help;4;Assignment Completed;FALSO;39
SESSION04447;Undergraduate;Business;01/10/2024;1742;5;Writing;3;Idea Drafted;VERDADERO;22
SESSION04448;Undergraduate;Engineering;29/10/2024;3934;11;Writing;3;Idea Drafted;FALSO;29
SESSION04449;Graduate;History;28/03/2025;1489;3;Studying;2;Assignment Completed;VERDADERO;19
SESSION04450;Graduate;Computer Science;25/02/2025;3359;10;Studying;3;Idea Drafted;VERDADERO;27
SESSION04451;Undergraduate;Computer Science;07/09/2024;1353;3;Studying;2;Idea Drafted;VERDADERO;27
SESSION04452;Undergraduate;Engineering;06/07/2024;2203;10;Coding;3;Idea Drafted;VERDADERO;32
SESSION04453;Undergraduate;History;21/11/2024;1031;2;Coding;4;Assignment Completed;VERDADERO;48
SESSION04454;High School;Biology;15/02/2025;1456;2;Coding;2;Confused;VERDADERO;19
SESSION04455;Undergraduate;Psychology;27/04/2025;1218;2;Writing;2;Assignment Completed;FALSO;20
SESSION04456;Undergraduate;Computer Science;21/09/2024;446;1;Coding;4;Idea Drafted;VERDADERO;45
SESSION04457;High School;Biology;28/10/2024;715;1;Coding;4;Assignment Completed;FALSO;45
SESSION04458;High School;Biology;30/03/2025;416;8;Research;4;Idea Drafted;VERDADERO;49
SESSION04459;Undergraduate;Engineering;21/01/2025;424;1;Homework Help;3;Confused;VERDADERO;29
SESSION04460;Graduate;Psychology;05/01/2025;2216;5;Writing;3;Assignment Completed;VERDADERO;42
SESSION04461;Undergraduate;Engineering;12/05/2025;1327;3;Homework Help;3;Assignment Completed;FALSO;29
SESSION04462;Undergraduate;Math;19/08/2024;1556;3;Writing;5;Idea Drafted;FALSO;45
SESSION04463;Undergraduate;Business;05/10/2024;2024;7;Writing;4;Idea Drafted;VERDADERO;50
SESSION04464;High School;Math;21/02/2025;121;1;Coding;3;Idea Drafted;VERDADERO;26
SESSION04465;Graduate;Computer Science;06/06/2025;2293;6;Homework Help;4;Gave Up;FALSO;32
SESSION04466;Graduate;Psychology;21/09/2024;2329;9;Homework Help;4;Idea Drafted;VERDADERO;49
SESSION04467;High School;Biology;30/10/2024;1605;4;Homework Help;3;Assignment Completed;FALSO;30
SESSION04468;Undergraduate;Computer Science;19/05/2025;2323;4;Writing;2;Gave Up;VERDADERO;26
SESSION04469;Undergraduate;Computer Science;21/09/2024;400;15;Writing;3;Idea Drafted;FALSO;22
SESSION04470;Undergraduate;Computer Science;01/06/2025;771;2;Homework Help;3;Assignment Completed;FALSO;43
SESSION04471;High School;Math;20/10/2024;5188;13;Homework Help;4;Gave Up;FALSO;49
SESSION04472;Undergraduate;History;28/06/2024;543;11;Writing;4;Idea Drafted;VERDADERO;34
SESSION04473;Undergraduate;History;07/07/2024;1401;3;Writing;5;Assignment Completed;FALSO;40
SESSION04474;Undergraduate;Math;23/05/2025;1204;2;Studying;2;Confused;FALSO;18
SESSION04475;Undergraduate;Math;16/06/2025;729;1;Studying;4;Assignment Completed;VERDADERO;35
SESSION04476;Undergraduate;Business;25/05/2025;1645;5;Writing;4;Assignment Completed;VERDADERO;46
SESSION04477;Graduate;Biology;22/03/2025;2956;10;Writing;3;Assignment Completed;FALSO;26
SESSION04478;Graduate;Business;25/04/2025;987;2;Research;5;Assignment Completed;FALSO;50
SESSION04479;Undergraduate;Computer Science;25/02/2025;1452;4;Homework Help;4;Assignment Completed;FALSO;39
SESSION04480;High School;Biology;07/04/2025;598;1;Studying;3;Idea Drafted;FALSO;19
SESSION04481;Undergraduate;Engineering;03/08/2024;1356;4;Studying;4;Assignment Completed;VERDADERO;40
SESSION04482;Undergraduate;Psychology;09/01/2025;1228;2;Coding;2;Assignment Completed;VERDADERO;25
SESSION04483;Graduate;Engineering;20/07/2024;1885;4;Coding;5;Assignment Completed;VERDADERO;50
SESSION04484;Undergraduate;Biology;28/03/2025;1249;6;Studying;2;Confused;FALSO;18
SESSION04485;Undergraduate;Engineering;28/05/2025;615;3;Writing;5;Idea Drafted;VERDADERO;50
SESSION04486;Undergraduate;Math;24/11/2024;3717;7;Homework Help;2;Assignment Completed;VERDADERO;28
SESSION04487;Undergraduate;History;12/12/2024;1508;4;Research;4;Gave Up;FALSO;50
SESSION04488;Undergraduate;History;25/12/2024;2325;7;Coding;4;Assignment Completed;VERDADERO;18
SESSION04489;Undergraduate;Computer Science;06/01/2025;1805;4;Studying;5;Confused;FALSO;50
SESSION04490;Undergraduate;Engineering;13/10/2024;829;2;Writing;3;Assignment Completed;VERDADERO;27
SESSION04491;High School;Biology;09/01/2025;1686;6;Homework Help;3;Idea Drafted;VERDADERO;33
SESSION04492;High School;Psychology;10/06/2025;3449;7;Writing;3;Confused;FALSO;32
SESSION04493;Undergraduate;Psychology;20/07/2024;701;1;Writing;3;Assignment Completed;VERDADERO;30
SESSION04494;Undergraduate;History;17/05/2025;342;1;Homework Help;4;Gave Up;FALSO;40
SESSION04495;Undergraduate;Biology;06/12/2024;157;3;Coding;5;Assignment Completed;FALSO;50
